,text,Sarcasm1
155,Με δυναμισμό κ νεα φρέσκα στελέχη το κίνημα δημοκρατών σοσιαλιστών στα Γιαννενα http://t.co/Vkpg432Ejr,OK
156,. @freedybruna ΕΚΛΟΓΕΣ 2015 – Η Ραχήλ Μακρή υποψήφια στην Κοζάνη με τον ΣΥΡΙΖΑ http://t.co/w4rxKwoINn @zappasaspa,OK
157,Λεονταρίτης: Υπάρχουν και όρια στις προεκλογικές σκοπιμότητες και στον ΣΥΡΙΖΑ τα ξεπέρασαν http://t.co/9owqiAfxkW,OK
158,οποιος φιλος φιλη ψηφιζει β αθηνας ανελ ας εχει υποψιν τον φιλο μου.αξιζει μια τετοια θεση στην βουλη. http://t.co/RtGQnnkgPl,OK
159,Άυριο παρουσιάζει το οικονομικό πρόγραμμα της ΝΔ ο Αντώνης Σαμαράς - http://t.co/4TDWkYf6du,OK
160,Σκουρλέτης: α. Δεν επιθυμούμε ρήξη με την τρόικα. β. Η τρόικα θέλει ολοκλήρωση της αξιολόγησης. γ. Ο Σύριζα δε τη δέχεται. Είπε ΚΑΙ τα τρία.,Sarcastic
161,Τα ψηφοδέλτια της ΝΔ - Σε Μεσσηνία και Β' Θεσσαλονίκης ο Σαμαράς http://t.co/nEvMWeW18O,OK
162,@xrusalida65 @KOPRITHS μα δεν διαφωνώ απλά αυτό δεν παίζει. πολιτικοί είναι όχι πολίτες. το σύριζα όπως είπα θέλει ΚΑΙ τους μπατριώτες.,Sarcastic
163,Υποψήφια με τον ΣΥΡΙΖΑ στην Κοζάνη η Ραχήλ Μακρή http://t.co/wWhU2UDfgK,OK
164,Με την ΝΔ ο Γιώργος Χατζημαρκάκης http://t.co/xlICXu9HQY,OK
165,ΕΚΛΟΓΕΣ 2015 – Με Σαμαρά και στη Β Θεσσαλονίκης τα ψηφοδέλτια της ΝΔ http://t.co/1VdzbGnq4p,OK
166,Εκλογές 2015:Επίσημη παρουσίαση του Βασίλη Βασιλικού από ΔΗΜΑΡ και Πράσινους http://t.co/WaeO1cZJH0,OK
167,@PEleftheriadis @ToPotami Ευχαριστώ για την απάντηση και σας εύχομαι επιτυχία στις ερχόμενες εκλογές,OK
168,Αυτη ειναι η επισημη αφισα του Συριζα για τις εκλογες! http://t.co/MEM3wPLJne,OK
169,#Kpolitics Τους υποψηφίους βουλευτές της ανακοίνωσε η ΝΔ http://t.co/vmfddWHxH3,OK
170,ΤΑ ΨΗΦΟΔΕΛΤΙΑ ΤΗΣ ΝΔ ΑΝΑ ΝΟΜΟΥΣ-ΔΕΙΤΕ ΤΑ ΤΕΛΙΚΑ ΟΝΟΜΑΤΑ ΓΙΑ ΤΗΝ Δ.ΕΛΛΑΔΑ http://t.co/OetW3Bw2zw,OK
171,Τα ψηφοδέλτια της Ν.Δ. - ThePressProject http://t.co/Wv5wiTY732,OK
172,Επικεφαλής του ψηφοδελτίου Επικρατείας της ΔΗΜΑΡ ο Βασίλης Βασιλικός http://t.co/cEleX4vRnD,OK
173,"Ο Α. Δημοσχάκης υποψήφιος της ΝΔ στον Έβρο, ήταν αρχηγός της ΕΛ.ΑΣ στην υπόθεση της ζαρντινιέρας. #ekloges2015 #nd http://t.co/1NKAezrjT5",OK
174,Εκτός του Επικρατείας της ΝΔ ο Χατζημαρκάκης λόγω απαξιωτικών δηλώσεων (βίντεο) http://t.co/7xe4TjILgB,OK
175,Επικίνδυνη και τυχοδιωκτική δήλωση @samaras_antonis για επέκταση τρομοκρατίας αν κυβερνήσει ο @syriza_gr #ekloges2015 http://t.co/oRDpkXHt4K,OK
176,@avgerinosx ΕΚΛΟΓΕΣ 2015 – Με Σαμαρά και στη Β Θεσσαλονίκης τα ψηφοδέλτια της ΝΔ http://t.co/E6lnhm9R3h @FREEDYBRUNA,OK
177,. @freedybruna ΕΚΛΟΓΕΣ 2015 – Με Σαμαρά και στη Β Θεσσαλονίκης τα ψηφοδέλτια της ΝΔ http://t.co/yy2ub9t6No @zappasaspa,OK
178,Τα μέτρα του ΣΥΡΙΖΑ ενάντια στη διαπλοκή http://t.co/IoOkesOpoP,OK
179,"Στο ερώτημα πού τοποθετείται πολιτικά το ΠΑΣΟΚ (αριστερά, δεξιά, κέντρο) ,η απάντηση είναι μία : είναι πάντα στην κυβέρνηση.",Sarcastic
180,Citigroup: Υπερβολικός ο φόβος των αγορών για ενδεχόμενη νίκη του ΣΥΡΙΖΑ στις εκλογές http://t.co/eowWX2lLS4,OK
181,Ανακοινώθηκαν οι υποψήφιοι βουλευτές της ΝΔ http://t.co/9u32sz0TB1,OK
182,Όλοι οι υποψήφιοι βουλευτές της Ν.Δ. (λίστες) http://t.co/aZitKZ9ish,OK
183,"Με το Κίνημα Δημοκρατών Σοσιαλιστών στην Λέσβο ο Δημήτρης Χαλκιώτης: Αγαπητοί Συμπολίτες της Λέσβου, της Λήμνο... http://t.co/Hfe9MWFkJD",OK
184,Τα ψηφοδέλτια της ΝΔ σε όλη την #Κρήτη http://t.co/SYc5XpcyYf  @ekriti,OK
185,Εκλογές 2015: Όλοι οι υποψήφιοι της ΝΔ http://t.co/gEjg9ewaZi,OK
186,@blacktom1961 η Τζακρη ηταν στο ΠΑΣΟΚ αρα αριστερη !,Sarcastic
187,: Μία οργίλη επιστολή 36 λέξεων ήταν η απάντηση του προέδρου του ΠΑΣΟΚ και αντιπροέδρου της κυβέρνησης Ευάγγελ... http://t.co/uVpEBr56u6,OK
188,Ο εκλογικός στόχος Σαμαρά δεν είναι η νίκη αλλά η μετάλλαξη της ΝΔ σε προσωποπαγές κόμμα http://t.co/u6vBFKzKeE,OK
189,Κουτσούμπας: Στο ΚΚΕ συμμετέχουν αγωνιστές και όχι γυρολόγοι http://t.co/g530zkIe8n,OK
190,Σκληρό δίλημμα από Βενιζέλο: Στις τριεδρικές ή το ΠΑΣΟΚ ή η Χρυσή Αυγή http://t.co/y7wnQofEab,OK
191,Οι υποψήφιοι βουλευτές του ΚΚΕ στην Κοζάνη : http://t.co/C5efAnsqVN http://t.co/2CHyBsscQF,OK
192,ParianosDromos.gr: ΤΑ ΟΝΟΜΑΤΑ ΤΩΝ ΥΠΟΨ.ΒΟΥΛΕΥΤΩΝ ΤΟΥ ΣΥΡΙΖΑ ΣΤΙΣ ΚΥΚΛ... http://t.co/r3g7AhIdIP,OK
193,Τα ψηφοδέλτια του ΚΚΕ παρουσίασε ο Δ. Κουτσούμπας (VIDEO ) http://t.co/zznWlBFzB5 via @serresnewsnet,OK
194,Οι υποψήφιοι βουλευτές της ΝΔ http://t.co/R9TW8zQbbm #AgroPolitics,OK
195,Εκλογές 2015:Επίσημη παρουσίαση του Βασίλη Βασιλικού από ΔΗΜΑΡ και Πράσινους http://t.co/gMyL1gSAnQ,OK
196,@zappasaspa Κουτσούμπας: Στα ψηφοδέλτια του ΚΚΕ δεν συμμετέχουν ... http://t.co/H9IJKx6SGF @FREEDYBRUNA,OK
197,http://t.co/jJaoeupdW5 #GR: Ναυαγεί η συνεργασία Χατζημαρκάκη με ΝΔ - Πρώτο ΘΕΜΑ,OK
198,Τα Βρήκαν Τελικά ΣΥΡΙΖΑ Και Ραχήλ Μακρή http://t.co/ldoBywT3qZ,OK
199,"""Κουτσούμπας: Στα ψηφοδέλτια του ΚΚΕ συμμετέχουν αγωνιστές και όχι γυρολόγοι"". Όπως η Κανέλλη.",OK
200,Δεν θα είναι υποψήφιος ο Χάρης Καστανίδης: Στηρίζει το Κίνημα Δημοκρατών Σοσιαλιστών          Δεν θα είναι υπο... http://t.co/dXoIxDzBWz,OK
201,Μήνυμα υποψήφιου βουλευτή Άρτας  με την ΝΔ Χρήστου Παπάζογλου http://t.co/Vy1X5oPupD,OK
202,@notiameria @Sakis_K Εγινε η Λουκά εκπρόσωπος τυπου της ΝΔ ; Η κυριούλα πίσω ποιά ειναι ;,Sarcastic
203,Επικεφαλής Διεθνούς Χρηματοπιστωτικού Ινστιτούτου: Ο ΣΥΡΙΖΑ θα νικήσει στις εκλογές αλλά ... - http://t.co/AhgRcZHABb http://t.co/GobIbBSRHZ,OK
204,Οι υποψήφιοι του ΠΑΣΟΚ λίγο πριν την επίσημη δημοσίευση των ψηφοδελτίων από την Χαριλάου Τρικούπη http://t.co/mHMfx9lTB5,OK
205,ΟΙ ΥΠΟΨΗΦΙΟΙ ΒΟΥΛΕΥΤΕΣ ΤΟΥ ΛΑΟΣ ΣΤΗΝ ΠΙΕΡΙΑ: Σύμφωνα με πληροφορίες και ενώ αναμένεται να ανακοινωθούν επίσημα... http://t.co/O4HZN7EiUy,OK
206,Οι υποψήφιοι βουλευτές της Ν.Δ. http://t.co/fIT8LE487R,OK
207,"Ο ΑΜυλωνάκης του εκρηκτικου δελτιου στο ΑΡΤ που βρίζει την ΝΔ ως σωστός ""δεξιός"" κερδισε το1ος στο επικρατείας του ΛΑΟΣ.Τύχη αλλά Κύρτσος!!",Sarcastic
208,ΕΚΛΟΓΕΣ 2015: Οι υποψήφιοι του ΣΥΡΙΖΑ στην Α’ Θεσσαλονίκης http://t.co/MqCaQ8UBQl,OK
209,uNews24.gr Σπυράκη: Στόχος του ΣΥΡΙΖΑ η έξοδος της χώρας από το ευρώ - «Και ύστερα κατηγο... http://t.co/TYJWSMwS1N http://t.co/TtUcQo5JEl,OK
210,ΤΟ ΠΑΣΟΚ ΧΙΟΥ ΓΙΑ ΤΗΝ ΑΠΟΦΑΣΗ ΤΟΥ ΤΡΙΝΤΑΦΥΛΛΟΥ ΝΑ ΜΗΝ ΕΙΝΑΙ ΥΠΟΨΗΦΙΟΣ... http://t.co/ES9PDE9VEj,OK
211,Οι υποψήφιοι της ΝΔ στην Αν. Μακεδονία και Θράκη http://t.co/EhZDoh8wa8,OK
212,ΕΚΛΟΓΕΣ 2015 : Η ΠΛΗΡΗΣ ΚΑΙ ΦΑΝΕΡΗ ΜΕΤΑΛΛΑΞΗ ΤΗΣ ΝΔ ΤΟΥ ΣΑΜΑΡΑ… http://t.co/wtdrI0xF4W,OK
213,"Παραιτήσεις στελεχών της Ν.Δ. στην Κω, λόγω υποψηφιότητας του Γιάννη Κρητικού http://t.co/WsPOSSjOq6",OK
214,Απάντηση αντιπεριφερειάρχη Γιώργου Λεονταρίτη στην ΝΕ Κυκλάδων του ΣΥΡΙΖΑ  http://t.co/kqXiBu1zyU,OK
215,Η ΝΔ έδιωξε τον Χατζημαρκάκη -Θυμήθηκαν δηλώσεις του από το 2010 που έβριζε τον Καραμανλή -... http://t.co/Sox1ZGZczB,OK
216,@zappasaspa Εκτός ψηφοδελτίου Επικρατείας της ΝΔ ο Χατζημαρκάκης http://t.co/0ny23oTDKC @FREEDYBRUNA,OK
217,@zappasaspa Εκτός ψηφοδελτίου Επικρατείας της ΝΔ ο Χατζημαρκάκης http://t.co/UbTHGIYQgK @FREEDYBRUNA,OK
218,Πανικός στο σύστημα: Τρίτο κόμμα με συνεχή άνοδο η Χρυσή Αυγή σε δημοσκόπηση της Palmos An... http://t.co/BPXxZS7QxJ http://t.co/Xn7667DAro,OK
219,Με το ΣΥΡΙΖΑ η Ραχήλ Μακρή | Cretalive http://t.co/rQDTJ8d8T2,OK
220,Σύντομα το πρόγραμμα για τις Ένοπλες Δυνάμεις και τα Σώματα Ασφαλείας του Λαϊκού Συνδέσμου - Χρυσή Αυγή http://t.co/QpXc8PFSlV,OK
221,«Ο ΣΥΡΙΖΑ είναι εργαλείο στις ευρωπαϊκές αλλαγές» http://t.co/VwuksGW9rZ,OK
222,Δείτε τις λίστες με τους υποψήφιους βουλευτές της ΝΔ http://t.co/guopG3gAnF,OK
223,@Exkoz πόσοι βουλευτές του ΣΥΡΙΖΑ πήγαν μάρτυρες υπεράσπισης της 17 Νοέμβρη. Ποιος ΣΥΡΙΖΑ υπερασπίστηκε το Πακιστανόάφησε ανάπηρη τη Μυρτω,OK
224,ΟΡΙΣΤΙΚΟ: Αυτό είναι το ψηφοδέλτιο της ΝΔ στα Δωδεκάνησα http://t.co/bIOwWUnXvf,OK
225,ΧΑ ΧΑ ΧΑ ΧΧΧΧΧΧΧΧΑΑΑΑΑΑΑΑΑΑΑΑΑ ΧΧΧΧΧΧΧΧΧΧΧΧΑΑΑΑΑΑΑΑΑΑΑΑΑ... http://t.co/RemjOJAkaV,Sarcastic
226,Αποδεσμεύεται από τον ΣΥΡΙΖΑ ο Μπόλαρης. Κοιτάζει Γιώργο; http://t.co/GnSyNmX34K,OK
227,"Αν τελικα ο Σαμαρας εβαζε τον Χ""Μαρκακη, τον υβριστη του Καραμανλη, στο ψηφοδελτιο της ΝΔ θα εκανε μεγαλη πατατα",OK
228,Αυτό είναι το ψηφοδέλτιο του ΠΑΣΟΚ στα Δωδεκάνησα.Δείτε όλα τα ονόματα http://t.co/Dpe5rDBPu1,OK
229,Ανακοινώθηκαν τα ονόματα των υποψηφίων της ΝΔ - Δείτε τις λίστες http://t.co/yPxoYf0cwQ,OK
230,Ανακοινώνονται τις επόμενες ώρες τα ψηφοδέλτια του ΣΥΡΙΖΑ http://t.co/kmawMkcKBg,OK
231,Η ΝΔ έδιωξε τον Χατζημαρκάκη – Θυμήθηκαν δηλώσεις του που έβριζε τον Καραμανλή:   Η υποψηφιότητα του πρώην... http://t.co/AKrg1WIyRR,OK
232,Τα ονόματα στα ψηφοδέλτια της ΝΔ στην Πελοπόννησο http://t.co/e6LLnbwnEs http://t.co/bfFPskb50q,OK
233,Οι υποψήφιοι του ΣΥΡΙΖΑ στη Μεσσηνία: Οι υποψήφιοι Βουλευτές του ΣΥΡΙΖΑ για το νομό Μεσσηνίας είναι οι εξής: Κ... http://t.co/2uelxSxY5v,OK
234,Το ψηφοδέλτιο Επικρατείας του ΛΑΟΣ http://t.co/iWIuRY7z6V,OK
235,Οι υποψήφιοι του συνδυασμού Πράσινοι - Δημοκρατική Αριστερά http://t.co/rIboMj71SJ,OK
236,"Γιαγιαδες στο αστικό λένε οτι θα ψηφίσουν Πασοκ γιατι μερικές συνήθειες δεν αλλάζουν. Έτσι, θέλουν να τρωνε πουτσα τα κορίτσια καλέ.",Sarcastic
237,"Δημοσκόπηση δίνει +5,5% στον ΣΥΡΙΖΑ | SalonicaNews http://t.co/FmHxlNzetc #ekloges2015 #dimoskopiseis",OK
238,"Παραιτήσεις στελεχών της Ν.Δ. στην Κω, λόγω υποψηφιότητας του Γιάννη Κρητικού http://t.co/LavYFOhOrO http://t.co/tywdF614O4",OK
239,"Αναλυτική τοποθέτηση τoυ Μίκη Θεοδωράκη για τον ΣΥΡΙΖΑ και την Δήλωσή του  ""Ομολογώ ότι δεν θα αποκάλυπτα τώρα... http://t.co/lOrY8xrtn8",OK
240,Πρόγραμμα περιοδειών ΚΚΕ http://t.co/5jXU77B6WK,OK
241,@enikos_gr Αυτές οι απλοποιήσεις της ΝΔ με έχουν ξετρελλάνει. Ο πανικός είναι κακός σύμβουλος κύριοι... Ακούγεστε σαν μαθητές Δημοτικού!,Sarcastic
242,@kori_miliou Εδώ δες κόρη η ΝΈΑ ΔΗΜΟΚΡΑΤΊΑ τις παίρνει ξεβράκοτες. ΑΙΣΧΟΣ!!! http://t.co/ASBVk8E1xZ,Sarcastic
243,Αχαΐα: Ποιοι είναι οι υποψήφιοι της ΔΗΜ.ΑΡ. μετά τη σύμπραξη με τους Πρασίνους: Ανακοινώθηκαν τα ψηφοδέλτια σε... http://t.co/17mARNRyLU,OK
244,Και επίσημα υποψήφιος με τον ΣΥΡΙΖΑ στη Μεσσηνία ο Πέτρος Κωνσταντινέας http://t.co/o0qz810FKO,OK
245,Να εδω θα βάλουμε τη γιαγιά να κεντήσει τη λέξη ΣΥΡΙΖΑ να την καδράρουμε αντι Καλημερας για να υποδεχτούμε τη νέα τάξη πραγμάτων.,Sarcastic
246,@AthPaschalis @truman_akapotos ΧΑ ΧΑ ΧΑ Καλό!,Sarcastic
247,Υποψήφια με τη Νέα Δημοκρατία η Άντζελα Γκερέκου http://t.co/QRR3l2rudX via @News247gr,OK
248,Αύριο η Προγραμματική Συνδιάσκεψη του ΠΑΣΟΚ http://t.co/I5JRDvzVq5,OK
249,"Palmos Analysis: Προηγείται ο ΣΥΡΙΖΑ με 5,5% http://t.co/KxR0F7xgqo  @ekriti",OK
250,Θ. Φορτσάκης επικεφαλής στο επικρατείας της ΝΔ http://t.co/P1FmuCcvch,OK
251,Πανικός στο σύστημα: Τρίτο κόμμα με συνεχή άνοδο η Χρυσή Αυγή σε δημοσκόπηση της Palmos Analysis... http://t.co/bGnmS1lZ3D,OK
252,Με τους ΑΝ.ΕΛ. ο σκηνοθέτης Όμηρος Ευστρατιάδης http://t.co/U5VqOTgODZ,OK
253,ΑΠΟΧΩΡΗΣΗ ΒΟΜΒΑ των εκπροσώπων του ΣΥΡΙΖΑ από την εκπομπή του ΤΡΑΓΚΑ! ΔΕΙΤΕ ΤΟ ΒΙΝΤΕΟ και βγάλτε ΣΥΜΠΕΡΑΣΜΑΤΑ!... http://t.co/uGBEmt3UOX,OK
254,Με το Κίνημα Δημοκρατών Σοσιαλιστών υποψήφιος στο Νομό Λέσβου ο Δημήτρης Χαλκιώτης http://t.co/d0pSEdFPDg via @sharethis,OK
255,@zappasaspa Το Αγροτικό Κόμμα Ελλάδος στηρίζει ΚΚΕ http://t.co/kIOb70gKtn @FREEDYBRUNA,OK
256,Ανακοινώθηκαν τα ψηφοδέλτια ΔΗΜΑΡ – Πράσινων  Άρτας - http://t.co/HZPp0ZPKBv,OK
257,ΕΚΛΟΓΕΣ 2015: Αύριο Σάββατο η Προγραμματική Συνδιάσκεψη του ΠΑΣΟΚ http://t.co/d8bRI4TIdE,OK
258,Ο Μ. Θεοδωράκης εξηγεί γιατί δεν μπορεί να στηρίξει τον ΣΥΡΙΖΑ | naftemporiki.gr http://t.co/vdwTcPgiZu #naftemporiki,OK
259,"Οποιος δε βγήκε ΔΗΜΑΡ στο χελπμιβόουτ, να σηκώσει το χέρι του :)",Sarcastic
260,Ειμαστε η σοβαρή ΧΑ #lemetinalithia http://t.co/sAndzocLLL,Sarcastic
261,Στη δημοσιότητα η λίστα των υποψηφίων της Ν.Δ. http://t.co/PMJ9o9RR0R http://t.co/1TCEfANOOg,OK
262,Ανακοίνωσε τα ψηφοδέλτιά του το Ποτάμι http://t.co/mpeoPtumRV,OK
263,Απάντηση του Αντιπεριφερειάρχη Γ. Λεονταρίτη στη Ν.Ε. Κυκλάδων του ΣΥΡΙΖΑ http://t.co/MJx2jz7djb,OK
264,Υποψήφιος με τον ΣΥΡΙΖΑ στην Ημαθία ο Κώστας Λαπαβίτσας,OK
265,Ανακοινώθηκε το ψηφοδέλτιο της ΝΔ στη Μαγνησία http://t.co/XS4GIAVFQu,OK
266,Τα ψηφοδέλτια της ΔΗΜΑΡ http://t.co/bYEtKWj6bC http://t.co/Ta6xjL3sHi,OK
267,“@capitalgr: Υποψήφιος με τον ΣΥΡΙΖΑ στην Ημαθία ο Κώστας Λαπαβίτσας” Δεν εχει έλεος η μέρα που μας ξημέρωσε,Sarcastic
268,Ο πρώην διαιτητής στα ψηφοδέλτια του ΣΥΡΙΖΑ http://t.co/RfJ61rkNOj,OK
269,Rodorama: Δωδεκάνησα - Η ανακοίνωση του ψηφοδέλτιου του ΚΚΕ http://t.co/5RbUmtOwcB,OK
270,Οι υποψήφιοι του ΣΥΡΙΖΑ στην Ημαθία http://t.co/bhGsbkjS3R,OK
271,Ο Βαγγέλης Ριζόπουλος με τους ΑΝΕΛ στην Καστοριά! http://t.co/HNP4qCbvAH,OK
272,Οι αλητήριοι Γάλλοι αστυνομικοί οπλοφορούν! Να ενημερωθεί πάραυτα ο ΣΥΡΙΖΑ ώστε να κάνει σχετικό διάβημα ή πορεία στη Γαλλική πρεσβεία :-P,Sarcastic
273,Τα πρώτα ονόματα στα ψηφοδέλτια του #Syriza http://t.co/8g6DJJwoWS @syriza_gr #ekloges2015,OK
